PC_TIME_STAMP,REF_TIME,A1_X_HEX,A1_X
02:50:40:062,1.290,0xFFFC,-4
02:50:40:062,1.300,0xFFFE,-2
02:50:40:062,1.310,0xFFF5,-11
02:50:40:062,1.320,0x0001,1
02:50:40:062,1.330,0x0000,0
02:50:40:062,1.340,0x0000,0
02:50:40:062,1.350,0xFFF5,-11
02:50:40:062,1.360,0xFFFE,-2
02:51:07:175,0.100,0xFFFE,-2
02:51:07:175,0.110,0xFFFC,-4
02:51:07:175,0.120,0xFFFA,-6
02:51:07:175,0.130,0x0002,2
02:51:07:175,0.140,0xFFF9,-7
02:51:07:175,0.150,0x0000,0
02:51:07:175,0.160,0x0005,5
02:51:07:175,0.170,0x000B,11
02:51:07:175,0.180,0xFFF9,-7
02:51:07:175,0.190,0xFFFB,-5
02:51:07:175,0.200,0xFFFE,-2
02:51:07:175,0.210,0xFFF9,-7
02:51:07:175,0.220,0x0001,1
02:51:07:175,0.230,0xFFFB,-5
02:51:07:175,0.240,0xFFFB,-5
02:51:07:175,0.250,0xFFF9,-7
02:51:07:175,0.260,0x0003,3
02:51:07:175,0.270,0xFFFF,-1
02:51:07:175,0.280,0xFFFA,-6
02:51:07:175,0.290,0xFFFE,-2
02:51:07:175,0.300,0x0003,3
02:51:07:175,0.310,0x0001,1
02:51:07:175,0.320,0xFFF8,-8
02:51:07:175,0.330,0xFFFE,-2
02:51:07:175,0.340,0x0009,9
02:51:07:175,0.350,0x001A,26
02:51:07:175,0.360,0x003B,59
02:51:07:175,0.370,0x0027,39
02:51:07:175,0.380,0x0017,23
02:51:07:175,0.390,0x000D,13
02:51:07:175,0.400,0x0019,25
02:51:07:175,0.410,0x0036,54
02:51:07:175,0.420,0x0054,84
02:51:07:175,0.430,0x0080,128
02:51:07:175,0.440,0x00B8,184
02:51:07:175,0.450,0x00D7,215
02:51:07:175,0.460,0x00F8,248
02:51:07:175,0.470,0x0109,265
02:51:07:175,0.480,0x0116,278
02:51:07:175,0.490,0x0120,288
02:51:07:175,0.500,0x0142,322
02:51:07:175,0.510,0x014D,333
02:51:07:175,0.520,0x0154,340
02:51:07:175,0.530,0x0165,357
02:51:07:175,0.540,0x017A,378
02:51:07:175,0.550,0x0188,392
02:51:07:175,0.560,0x018F,399
02:51:07:175,0.570,0x01AA,426
02:51:07:175,0.580,0x01AD,429
02:51:07:175,0.590,0x01CD,461
02:51:07:175,0.600,0x01CD,461
02:51:07:175,0.610,0x01D6,470
02:51:07:175,0.620,0x01DC,476
02:51:07:175,0.630,0x01E8,488
02:51:07:175,0.640,0x01E6,486
02:51:07:175,0.650,0x01E8,488
02:51:07:175,0.660,0x01E1,481
02:51:07:175,0.670,0x01F0,496
02:51:07:175,0.680,0x01E7,487
02:51:07:175,0.690,0x01F0,496
02:51:07:175,0.700,0x01F6,502
02:51:07:175,0.710,0x0201,513
02:51:07:175,0.720,0x020F,527
02:51:07:175,0.730,0x0217,535
02:51:07:175,0.740,0x0223,547
02:51:07:175,0.750,0x0225,549
02:51:07:175,0.760,0x0227,551
02:51:07:175,0.770,0x0231,561
02:51:07:175,0.780,0x0226,550
02:51:07:175,0.790,0x022B,555
02:51:07:175,0.800,0x0232,562
02:51:07:175,0.810,0x0239,569
02:51:07:175,0.820,0x0238,568
02:51:07:175,0.830,0x023C,572
02:51:07:175,0.840,0x0242,578
02:51:07:175,0.850,0x0242,578
02:51:07:175,0.860,0x023A,570
02:51:07:175,0.870,0x023C,572
02:51:07:175,0.880,0x0240,576
02:51:07:175,0.890,0x0242,578
02:51:07:175,0.900,0x0238,568
02:51:07:175,0.910,0x0238,568
02:51:07:175,0.920,0x023A,570
02:51:07:175,0.930,0x023B,571
02:51:07:175,0.940,0x0239,569
02:51:07:175,0.950,0x0241,577
02:51:07:175,0.960,0x023B,571
02:51:07:175,0.970,0x023C,572
02:51:07:175,0.980,0x023B,571
02:51:07:175,0.990,0x0245,581
02:51:07:175,1.000,0x023F,575
02:51:07:175,1.010,0x023B,571
02:51:07:175,1.020,0x0240,576
02:51:07:175,1.030,0x0240,576
02:51:07:175,1.040,0x0240,576
02:51:07:175,1.050,0x0249,585
02:51:07:175,1.060,0x0245,581
02:51:07:175,1.070,0x0245,581
02:51:07:175,1.080,0x0245,581
02:51:07:175,1.090,0x0244,580
02:51:07:175,1.100,0x0240,576
02:51:07:175,1.110,0x0238,568
02:51:07:175,1.120,0x0238,568
02:51:07:175,1.130,0x0237,567
02:51:07:175,1.140,0x0224,548
02:51:07:175,1.150,0x0219,537
02:51:07:175,1.160,0x0210,528
02:51:07:175,1.170,0x0206,518
02:51:07:175,1.180,0x01F3,499
02:51:07:175,1.190,0x01D0,464
02:51:07:175,1.200,0x01D9,473
02:51:07:175,1.210,0x019E,414
02:51:07:175,1.220,0x01A5,421
02:51:07:175,1.230,0x01A4,420
02:51:07:175,1.240,0x0175,373
02:51:07:175,1.250,0x015E,350
02:51:07:175,1.260,0x014C,332
02:51:07:175,1.270,0x0135,309
02:51:07:175,1.280,0x0116,278
02:51:07:175,1.290,0x00EA,234
02:51:07:175,1.300,0x0089,137
02:51:07:175,1.310,0x003B,59
02:51:07:175,1.320,0xFF5C,-164
02:51:07:175,1.330,0x0097,151
02:51:07:175,1.340,0x0047,71
02:51:07:175,1.350,0x003F,63
02:51:07:175,1.360,0xFFF1,-15
02:51:07:175,1.370,0x0003,3
02:51:26:342,0.110,0x002A,42
02:51:26:342,0.120,0x000F,15
02:51:26:342,0.130,0x001D,29
02:51:26:342,0.140,0x0022,34
02:51:26:342,0.150,0x0013,19
02:51:26:342,0.160,0x0016,22
02:51:26:342,0.170,0x0019,25
02:51:26:342,0.180,0x000F,15
02:51:26:342,0.190,0xFFFE,-2
02:51:26:342,0.200,0x000D,13
02:51:26:342,0.210,0x0004,4
02:51:26:342,0.220,0x0007,7
02:51:26:342,0.230,0xFFFD,-3
02:51:26:342,0.240,0xFFFE,-2
02:51:26:342,0.250,0xFFFC,-4
02:51:26:342,0.260,0xFFFE,-2
02:51:26:342,0.270,0xFFFE,-2
02:51:26:342,0.280,0xFFFE,-2
02:51:26:342,0.290,0x0000,0
02:51:26:342,0.300,0xFFFE,-2
02:51:26:342,0.310,0xFFFF,-1
02:51:26:342,0.320,0xFFFC,-4
02:51:26:342,0.330,0xFFFE,-2
02:51:26:342,0.340,0x0002,2
02:51:26:342,0.350,0xFFFE,-2
02:51:26:342,0.360,0xFFFC,-4
02:51:26:342,0.370,0x0001,1
02:51:26:342,0.380,0x0006,6
02:51:26:342,0.390,0x0003,3
02:51:26:342,0.400,0x0002,2
02:51:26:342,0.410,0x0007,7
02:51:26:342,0.420,0x0005,5
02:51:26:342,0.430,0x0000,0
02:51:26:342,0.440,0x0004,4
02:51:26:342,0.450,0xFFFC,-4
02:51:26:342,0.460,0xFFFE,-2
02:51:26:342,0.470,0x0002,2
02:51:26:342,0.480,0x0001,1
02:51:26:342,0.490,0xFFFF,-1
02:51:26:342,0.500,0x0000,0
02:51:26:342,0.510,0x0001,1
02:51:26:342,0.520,0xFFFE,-2
02:51:26:342,0.530,0xFFFE,-2
02:51:26:342,0.540,0xFFFD,-3
02:51:26:342,0.550,0xFFF6,-10
02:51:26:342,0.560,0xFFFE,-2
02:51:26:342,0.570,0x0007,7
02:51:26:342,0.580,0xFFFE,-2
02:51:26:342,0.590,0xFFFA,-6
02:51:26:342,0.600,0xFFFD,-3
02:51:26:342,0.610,0xFFFF,-1
02:51:26:342,0.620,0xFFFC,-4
02:51:26:342,0.630,0x0000,0
02:51:26:342,0.640,0xFFFF,-1
02:51:26:342,0.650,0xFFFE,-2
02:51:26:342,0.660,0xFFFB,-5
02:51:26:342,0.670,0x0004,4
02:51:26:342,0.680,0x0000,0
02:51:26:342,0.690,0xFFFD,-3
02:51:26:342,0.700,0xFFFD,-3
02:51:26:342,0.710,0x0002,2
02:51:26:342,0.720,0xFFFB,-5
02:51:26:342,0.730,0x0003,3
02:51:26:342,0.740,0xFFF8,-8
02:51:26:342,0.750,0xFFFD,-3
02:51:26:342,0.760,0x0003,3
02:51:26:342,0.770,0xFFF9,-7
02:51:26:342,0.780,0x0000,0
02:51:26:342,0.790,0xFFFC,-4
02:51:26:342,0.800,0x0005,5
02:51:26:342,0.810,0x0000,0
02:51:26:342,0.820,0x0000,0
02:51:26:342,0.830,0xFFFC,-4
02:51:26:342,0.840,0xFFFD,-3
02:51:26:342,0.850,0x0004,4
02:51:26:342,0.860,0xFFFB,-5
02:51:26:342,0.870,0xFFFF,-1
02:51:26:342,0.880,0x0001,1
02:51:26:342,0.890,0xFFFF,-1
02:51:26:342,0.900,0xFFFD,-3
02:51:26:342,0.910,0xFFFD,-3
02:51:26:342,0.920,0xFFFB,-5
02:51:26:342,0.930,0xFFFD,-3
02:51:26:342,0.940,0xFFFD,-3
02:51:26:342,0.950,0xFFFC,-4
02:51:26:342,0.960,0xFFFB,-5
02:51:26:342,0.970,0xFFFC,-4
02:51:26:342,0.980,0x0004,4
02:51:26:342,0.990,0xFFFD,-3
02:51:26:342,1.000,0xFFFC,-4
02:51:26:342,1.010,0x0001,1
02:51:26:342,1.020,0x0002,2
02:51:26:342,1.030,0xFFFD,-3
02:51:26:342,1.040,0xFFFF,-1
02:51:26:342,1.050,0x0007,7
02:51:26:342,1.060,0xFFFF,-1
02:51:26:342,1.070,0x0000,0
02:51:26:342,1.080,0x0002,2
02:51:26:342,1.090,0x0004,4
02:51:26:342,1.100,0x0001,1
02:51:26:342,1.110,0x0000,0
02:51:26:342,1.120,0xFFFB,-5
02:51:26:342,1.130,0xFFFA,-6
02:51:26:342,1.140,0xFFF7,-9
02:51:26:342,1.150,0x0003,3
02:51:26:342,1.160,0xFFFA,-6
02:51:26:342,1.170,0xFFFB,-5
02:51:26:342,1.180,0xFFFB,-5
02:51:26:342,1.190,0xFFFE,-2
02:51:26:342,1.200,0xFFFC,-4
02:51:26:342,1.210,0xFFFF,-1
02:51:26:342,1.220,0xFFFF,-1
02:51:26:342,1.230,0x0005,5
02:51:26:342,1.240,0xFFFB,-5
02:51:26:342,1.250,0x0003,3
02:51:26:342,1.260,0x0005,5
02:51:26:342,1.270,0x0005,5
02:51:26:342,1.280,0xFFFC,-4
02:51:26:342,1.290,0x0000,0
02:51:26:342,1.300,0x0000,0
02:51:26:342,1.310,0x0002,2
02:51:26:342,1.320,0xFFFC,-4
02:51:26:342,1.330,0xFFFD,-3
02:51:26:342,1.340,0xFFF7,-9
02:51:26:342,1.350,0xFFFE,-2
02:51:26:342,1.360,0x0006,6
02:51:26:342,1.370,0x0006,6
02:51:26:342,1.380,0x0004,4
02:51:45:611,0.120,0x0000,0
02:51:45:611,0.130,0xFFFB,-5
02:51:45:611,0.140,0xFFFB,-5
02:51:45:611,0.150,0x0001,1
02:51:45:611,0.160,0xFFFB,-5
02:51:45:611,0.170,0xFFFC,-4
02:51:45:611,0.180,0xFFFB,-5
02:51:45:611,0.190,0x0002,2
02:51:45:611,0.200,0x0000,0
02:51:45:611,0.210,0x0002,2
02:51:45:611,0.220,0xFFFF,-1
02:51:45:611,0.230,0xFFFD,-3
02:51:45:611,0.240,0x0001,1
02:51:45:611,0.250,0x0004,4
02:51:45:611,0.260,0x0001,1
02:51:45:611,0.270,0xFFFF,-1
02:51:45:611,0.280,0xFFFA,-6
02:51:45:611,0.290,0x0003,3
02:51:45:611,0.300,0xFFFE,-2
02:51:45:611,0.310,0xFFFD,-3
02:51:45:611,0.320,0xFFFE,-2
02:51:45:611,0.330,0xFFFE,-2
02:51:45:611,0.340,0xFFFC,-4
02:51:45:611,0.350,0x0000,0
02:51:45:611,0.360,0xFFFF,-1
02:51:45:611,0.370,0xFFFB,-5
02:51:45:611,0.380,0xFFF7,-9
02:51:45:611,0.390,0x0000,0
02:51:45:611,0.400,0x0005,5
02:51:45:611,0.410,0x0003,3
02:51:45:611,0.420,0xFFFF,-1
02:51:45:611,0.430,0xFFFC,-4
02:51:45:611,0.440,0xFFFF,-1
02:51:45:611,0.450,0xFFF9,-7
02:51:45:611,0.460,0x0002,2
02:51:45:611,0.470,0x0001,1
02:51:45:611,0.480,0xFFFF,-1
02:51:45:611,0.490,0xFFFE,-2
02:51:45:611,0.500,0xFFFD,-3
02:51:45:611,0.510,0xFFFC,-4
02:51:45:611,0.520,0x0000,0
02:51:45:611,0.530,0xFFFC,-4
02:51:45:611,0.540,0xFFFB,-5
02:51:45:611,0.550,0xFFFB,-5
02:51:45:611,0.560,0xFFFE,-2
02:51:45:611,0.570,0x0000,0
02:51:45:611,0.580,0xFFFB,-5
02:51:45:611,0.590,0xFFFA,-6
02:51:45:611,0.600,0xFFFC,-4
02:51:45:611,0.610,0x0005,5
02:51:45:611,0.620,0x0004,4
02:51:45:611,0.630,0xFFFB,-5
02:51:45:611,0.640,0x0000,0
